"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"2986","9786-IJYDL","Female","NO","No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check",113.2,3914.05,"No"
"2987","1303-SRDOK","Female","NO","Yes","Yes",55,"Yes","No","Fiber optic","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",69.05,3842.6,"No"
"2988","3769-MHZNV","Female","NO","Yes","Yes",33,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.1,670.35,"No"
"2989","6295-OSINB","Male","NO","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",109.65,7880.25,"No"
"2991","2309-OSFEU","Male","NO","No","No",10,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",33.9,298.45,"Yes"
"2994","2239-CFOUJ","Male","NO","Yes","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.4,20.4,"No"
"2995","8046-DNVTL","Male","NO","Yes","No",62,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",38.6,2345.55,"No"
"2996","2209-XADXF","Female","NO","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",25.25,25.25,"No"
"2998","1891-FZYSA","Male","YES","Yes","No",69,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",89.95,6143.15,"Yes"
"2999","4770-UEZOX","Male","NO","No","No",2,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.75,144.8,"No"
"3001","7613-LLQFO","Male","NO","No","No",12,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.45,1059.55,"Yes"
"3002","4568-TTZRT","Male","NO","No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,181.8,"No"
"3003","9513-DXHDA","Male","NO","No","No",27,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","No","Electronic check",81.7,2212.55,"No"
"3005","3801-HMYNL","Male","NO","Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",89.15,89.15,"Yes"
"3006","0516-QREYC","Female","YES","No","No",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.3,459.95,"No"
"3007","9685-WKZGT","Male","YES","No","No",14,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.95,1036.75,"Yes"
"3008","6022-UGGSO","Female","YES","No","No",32,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",74.4,2276.95,"Yes"
"3009","8084-OIVBS","Female","NO","No","No",11,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20,211.95,"No"
"3010","8896-BQTTI","Male","NO","No","No",1,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",25,25,"No"
"3011","3865-QBWSJ","Male","YES","No","Yes",38,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",80.45,3162.65,"No"
"3013","2160-GPFXD","Male","NO","Yes","Yes",54,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Credit card (automatic)",65.65,3566.7,"No"
"3014","2065-MMKGR","Female","NO","No","No",29,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",71,2080.1,"No"
"3015","5857-TYBCJ","Male","YES","Yes","No",44,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,4040.2,"No"
"3016","1498-NHTLT","Male","NO","Yes","Yes",59,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",86.75,5186,"No"
"3017","4484-CGXFK","Female","NO","No","No",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",55.3,196.15,"Yes"
"3018","1402-PTHGN","Female","NO","Yes","Yes",18,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Mailed check",61.5,1087.45,"No"
"3019","4176-RELJR","Male","YES","No","No",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.1,1672.15,"No"
"3020","6214-EDAKZ","Female","NO","Yes","Yes",22,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",55.15,1206.05,"Yes"
"3021","5199-FPUSP","Male","NO","No","Yes",33,"No","No phone service","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",34.05,1113.95,"No"
"3022","6377-KSLXC","Male","NO","No","No",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,107.05,"No"
"3023","1796-JANOW","Female","NO","No","No",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.95,38.15,"No"
"3024","0238-WHBIQ","Male","NO","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.7,6339.3,"No"
"3025","8735-NBLWT","Male","NO","No","Yes",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,184.1,"No"
"3026","6651-RLGGM","Male","NO","Yes","Yes",67,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",26.3,1688.9,"No"
"3027","6127-ISGTU","Female","NO","Yes","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.95,1378.25,"Yes"
"3029","8740-XLHDR","Male","NO","No","No",5,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",43.25,219,"Yes"
"3030","1208-DNHLN","Male","NO","Yes","Yes",23,"Yes","Yes","DSL","No","No","No","No","No","No","One year","Yes","Credit card (automatic)",48.35,1067.15,"Yes"
"3031","1761-AEZZR","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",79.55,79.55,"Yes"
"3032","3923-CSIHK","Female","YES","Yes","No",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",71.05,3444.85,"Yes"
"3033","5696-EXCYS","Male","NO","No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.45,369.05,"No"
"3034","5795-KTGUD","Female","NO","Yes","No",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110.8,7553.6,"No"
"3035","7120-RFMVS","Male","NO","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",84.5,84.5,"Yes"
"3036","7924-GJZFI","Female","YES","Yes","No",25,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.3,1813.1,"No"
"3038","8512-WIWYV","Male","NO","No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",20.35,707.5,"No"
"3039","5897-ZYEKH","Female","YES","Yes","No",67,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",105.6,7112.15,"No"
"3040","5456-ITGIC","Male","YES","Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",64.45,4641.1,"No"
"3041","7317-GGVPB","Male","NO","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",108.6,7690.9,"Yes"
"3042","1406-PUQVY","Male","NO","No","Yes",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.9,49.9,"No"
"3043","1322-AGOQM","Male","NO","No","No",46,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",30.3,1380.1,"Yes"
"3044","3677-IYRBF","Female","YES","No","No",2,"No","No phone service","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",30.4,78.65,"Yes"
"3045","5692-FPTAH","Female","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.4,45.4,"Yes"
"3046","9114-AAFQH","Female","NO","Yes","No",48,"Yes","No","DSL","No","Yes","Yes","No","No","Yes","One year","Yes","Electronic check",65.65,3094.65,"No"
"3047","8715-KKTFG","Female","NO","Yes","No",61,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",103.3,6518.35,"No"
"3048","1550-LOAHA","Female","NO","Yes","No",32,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",84.15,2585.95,"Yes"
"3049","1728-BQDMA","Female","NO","No","No",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.45,82.7,"No"
"3050","0268-QKIWO","Female","NO","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.75,58.85,"Yes"
"3051","0876-WDUUZ","Female","NO","No","No",5,"Yes","No","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",85.4,425.9,"Yes"
"3052","5117-ZSMHQ","Female","NO","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",89.9,6342.7,"No"
"3054","0960-HUWBM","Male","NO","Yes","Yes",65,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",104.1,6700.05,"No"
"3055","6465-GSRCL","Female","NO","No","Yes",67,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",106.6,7244.7,"No"
"3056","0617-FHSGK","Male","NO","No","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",75.2,3678.3,"Yes"
"3057","0263-FJTQO","Male","NO","Yes","Yes",50,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)",70.5,3486.65,"No"
"3058","7319-ZNRTR","Male","NO","Yes","Yes",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",19.6,411.15,"No"
"3060","7503-EPSZW","Female","NO","Yes","Yes",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",24.05,1559.15,"No"
"3061","7089-XXAYG","Male","NO","Yes","No",25,"No","No phone service","DSL","No","No","Yes","No","Yes","No","One year","Yes","Credit card (automatic)",38.1,970.4,"No"
"3062","8118-LSUEL","Male","YES","No","No",23,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",106.4,2483.5,"Yes"
"3064","1666-JXLKU","Female","NO","No","No",37,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.05,3810.55,"No"
"3066","5133-POWUA","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.8,45.8,"No"
"3067","5652-MSDEY","Female","NO","No","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.75,777.3,"No"
"3068","7005-CCBKV","Male","NO","No","No",6,"Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",84.4,556.35,"Yes"
"3069","1810-BOHSY","Male","NO","Yes","No",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",96.4,4911.05,"No"
"3070","1784-BXEFA","Female","NO","No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.55,187.35,"No"
"3071","7351-MHQVU","Female","NO","No","No",6,"No","No phone service","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","No","Credit card (automatic)",50.95,307.6,"No"
"3073","9500-IWPXQ","Female","NO","Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check",79.4,4820.55,"No"
"3074","5762-TJXGK","Female","NO","No","No",52,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",58.75,3038.55,"No"
"3075","4504-YOULA","Female","NO","Yes","Yes",35,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",59.45,2136.9,"No"
"3076","5569-IDSEY","Male","NO","Yes","No",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",105.7,7472.15,"No"
"3077","4250-FDVOU","Female","NO","No","No",6,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",56.25,389.1,"Yes"
"3078","7284-ZZLOH","Male","NO","Yes","No",45,"Yes","No","DSL","Yes","No","Yes","No","No","No","Two year","No","Credit card (automatic)",53.3,2296.25,"No"
"3079","5277-ZLOOR","Female","YES","No","No",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.55,187.45,"Yes"
"3080","2141-RRYGO","Female","NO","No","No",4,"Yes","No","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",68.65,261.25,"Yes"
"3081","1777-JYQPJ","Male","NO","No","No",2,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.3,38.45,"No"
"3083","3401-URHDA","Male","NO","No","No",51,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","No","Credit card (automatic)",59.9,3043.6,"No"
"3085","8631-XVRZL","Male","NO","No","No",9,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",20.15,163.7,"No"
"3086","5052-PNLOS","Male","NO","No","No",3,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",105.35,323.25,"Yes"
"3087","3853-LYGAM","Male","NO","No","No",17,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.65,1640,"No"
"3088","6979-ZNSFF","Female","NO","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",87.05,762.1,"Yes"
"3089","5751-USDBL","Male","NO","Yes","Yes",46,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check",81,3846.35,"No"
"3090","5680-LQOGP","Female","NO","No","No",68,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",82.45,5646.6,"No"
"3091","2386-LAHRK","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",53.5,53.5,"Yes"
"3092","8189-DUKMV","Female","NO","Yes","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.5,79.05,"No"
"3093","6032-IGALN","Female","NO","No","No",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.1,25.1,"Yes"
"3094","9931-DCEZH","Male","NO","No","Yes",28,"Yes","No","DSL","No","Yes","No","Yes","No","No","One year","Yes","Credit card (automatic)",54.4,1516.6,"No"
"3095","1898-JSNDC","Female","NO","No","No",39,"Yes","No","DSL","No","Yes","No","No","Yes","No","One year","Yes","Credit card (automatic)",58.6,2224.5,"No"
"3096","0315-LVCRK","Male","NO","No","No",11,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",84.8,888.75,"No"
"3097","3911-RSNHI","Female","NO","Yes","No",71,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",61.4,4310.35,"No"
"3098","2410-CIYFZ","Male","NO","No","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.4,42.9,"No"
"3100","5505-OVWQW","Female","NO","No","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.15,353.65,"No"
"3101","7271-AJDTL","Female","NO","Yes","No",55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",94.45,5073.1,"No"
"3102","1867-TJHTS","Female","NO","No","No",58,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",79.8,4526.85,"No"
"3103","0516-WJVXC","Female","NO","No","No",5,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",54.2,308.25,"Yes"
"3104","9174-FKWZE","Female","YES","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.45,19.45,"Yes"
"3106","4429-WYGFR","Male","NO","No","No",26,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",49.15,1237.3,"No"
"3107","2817-LVCPP","Female","NO","No","No",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.4,1023.95,"No"
"3108","5038-ETMLM","Female","NO","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",113.65,8182.75,"No"
"3109","5056-FIMPT","Female","NO","No","Yes",43,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",106,4532.3,"No"
"3110","4521-WFJAI","Male","NO","No","No",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",25.95,1444.05,"No"
"3111","6569-KTMDU","Female","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.1,19.1,"No"
"3112","8809-RIHDD","Male","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",103.4,7372.65,"Yes"
"3113","8809-XKHMD","Male","NO","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Bank transfer (automatic)",100.55,7325.1,"No"
"3114","0396-YCHWO","Male","NO","Yes","No",36,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.4,3474.2,"No"
"3115","0867-LDTTC","Male","NO","No","No",5,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",75.15,392.65,"No"
"3117","9391-DXGGG","Female","YES","No","No",44,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","One year","No","Credit card (automatic)",89.15,3990.75,"No"
"3118","9844-FELAJ","Female","YES","Yes","Yes",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",107.9,7475.85,"No"
"3119","2122-SZZZD","Male","NO","No","No",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.5,835.5,"No"
"3121","3148-AOIQT","Female","NO","Yes","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",24.95,1718.35,"No"
"3122","8679-JOEVF","Female","YES","No","No",16,"Yes","No","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",59.4,1023.9,"Yes"
"3123","8395-ETZKQ","Male","YES","Yes","Yes",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",19.5,1193.55,"No"
"3125","3889-VWBID","Male","NO","Yes","Yes",68,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",82.85,5776.45,"No"
"3126","5222-JCXZT","Male","NO","No","No",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19,78.9,"No"
"3129","2739-CCZMB","Male","NO","No","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)",20.35,122,"No"
"3130","7080-TNUWP","Male","NO","Yes","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Bank transfer (automatic)",95,6602.9,"No"
"3131","0496-AHOOK","Male","NO","Yes","No",24,"Yes","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","No","Bank transfer (automatic)",74.4,1712.9,"No"
"3132","8336-TAVKX","Female","YES","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",78.45,5682.25,"No"
"3133","2468-SJFLM","Male","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",74.3,74.3,"No"
"3134","3181-VTHOE","Male","NO","Yes","No",70,"No","No phone service","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",51.05,3635.15,"No"
"3135","7168-HDQHG","Female","NO","Yes","Yes",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.2,702.9,"No"
"3136","4803-AXVYP","Female","YES","No","No",38,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",99.55,3734.25,"Yes"
"3138","4567-AKPIA","Female","NO","Yes","Yes",41,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.1,4454.25,"No"
"3142","5649-ANRML","Male","YES","No","No",2,"Yes","No","Fiber optic","No","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",95.1,180.25,"Yes"
"3144","5924-IFQTT","Male","NO","Yes","Yes",13,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",72.8,930.05,"No"
"3145","7968-QUXNS","Male","NO","No","No",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",18.95,110.15,"No"
"3146","2919-HBCJO","Female","NO","No","No",4,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",76.65,333.6,"Yes"
"3147","4236-XPXAV","Female","NO","Yes","Yes",5,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check",99.15,465.05,"Yes"
"3148","8903-WMRNW","Female","NO","Yes","No",15,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",101.75,1669.4,"No"
"3149","2452-SNHFZ","Female","NO","No","No",47,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",75.45,3545.1,"No"
"3150","3629-WEAAM","Female","NO","No","No",8,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","No","Mailed check",64.1,504.05,"No"
"3151","6029-CSMJE","Male","NO","No","No",17,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",25.65,440.2,"No"
"3153","9909-DFRJA","Female","NO","No","No",26,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)",95.85,2475.35,"No"
"3154","9099-FTUHS","Female","NO","No","No",23,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",54.4,1249.25,"No"
"3155","0581-BXBUB","Female","YES","No","No",4,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",72.75,317.75,"No"
"3156","4962-CHQPW","Male","NO","No","Yes",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.85,535.05,"No"
"3157","9467-ROOLM","Female","NO","No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.05,461.3,"No"
"3158","3030-YZADT","Male","NO","No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",44.95,431,"Yes"
"3159","7410-KTVFV","Male","NO","Yes","No",18,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",49.55,878.35,"Yes"
"3160","5150-ITWWB","Male","YES","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.85,335.75,"No"
"3161","2253-KPMNB","Female","NO","Yes","Yes",69,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)",46.25,3121.4,"No"
"3162","1345-ZUKID","Male","NO","No","No",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.35,324.8,"No"
"3163","6429-SHBCB","Male","NO","No","No",19,"Yes","Yes","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check",69.6,1394.55,"No"
"3164","9281-OFDMF","Male","YES","No","No",39,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",90.7,3413.25,"No"
"3166","1834-WULEG","Male","NO","Yes","Yes",24,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.25,439.75,"No"
"3167","9097-ZUBYC","Male","NO","Yes","No",14,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",48.8,664.4,"No"
"3169","4893-GYUJU","Female","NO","No","No",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.35,1033,"No"
"3170","4578-PHJYZ","Male","NO","Yes","Yes",52,"Yes","No","DSL","No","Yes","Yes","Yes","Yes","No","One year","Yes","Electronic check",68.75,3482.85,"No"
"3173","8393-DLHGA","Male","NO","No","Yes",25,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.9,2448.75,"Yes"
"3174","9766-HGEDE","Female","NO","Yes","No",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.35,307,"No"
